,DateTime,Sales,Checks,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyRelativeHumidity,Day of Week,Month,Hour,Quarter,FY,Week Number
0,2017-07-01 11:00:00,34.98,6,86.0,0.0,65.0,5,7,11,2018Q1,2018,26
1,2017-07-01 12:00:00,69.36,10,86.0,0.0,65.0,5,7,12,2018Q1,2018,26
2,2017-07-01 13:00:00,72.88,6,90.0,0.0,59.0,5,7,13,2018Q1,2018,26
3,2017-07-01 14:00:00,84.89000000000001,12,90.0,0.0,58.0,5,7,14,2018Q1,2018,26
4,2017-07-01 15:00:00,103.16000000000001,5,89.0,0.0,57.0,5,7,15,2018Q1,2018,26
5,2017-07-01 16:00:00,51.14,4,89.0,0.0,57.0,5,7,16,2018Q1,2018,26
6,2017-07-01 17:00:00,197.4,16,88.0,0.0,61.0,5,7,17,2018Q1,2018,26
7,2017-07-02 11:00:00,120.97,9,88.0,0.0,59.0,6,7,11,2018Q1,2018,26
8,2017-07-02 12:00:00,76.33000000000001,9,86.0,0.0,63.0,6,7,12,2018Q1,2018,26
9,2017-07-02 13:00:00,53.52,7,87.0,0.0,55.0,6,7,13,2018Q1,2018,26
10,2017-07-02 14:00:00,151.64,14,88.0,0.0,55.0,6,7,14,2018Q1,2018,26
11,2017-07-02 15:00:00,51.86,12,88.0,0.0,55.0,6,7,15,2018Q1,2018,26
12,2017-07-02 16:00:00,52.47,8,79.0,0.04,77.0,6,7,16,2018Q1,2018,26
13,2017-07-02 17:00:00,188.39,16,78.0,0.11,85.0,6,7,17,2018Q1,2018,26
14,2017-07-03 08:00:00,62.78,11,84.0,0.0,59.0,0,7,8,2018Q1,2018,27
15,2017-07-03 09:00:00,63.01,15,86.0,0.0,57.0,0,7,9,2018Q1,2018,27
16,2017-07-03 10:00:00,29.560000000000002,10,87.0,0.0,50.0,0,7,10,2018Q1,2018,27
17,2017-07-03 11:00:00,55.019999999999996,9,89.0,0.0,45.0,0,7,11,2018Q1,2018,27
18,2017-07-03 12:00:00,124.76,18,91.0,0.0,42.0,0,7,12,2018Q1,2018,27
19,2017-07-03 13:00:00,29.95,7,93.0,0.0,37.0,0,7,13,2018Q1,2018,27
20,2017-07-03 14:00:00,71.90999999999998,13,92.0,0.0,37.0,0,7,14,2018Q1,2018,27
21,2017-07-03 15:00:00,122.01,15,92.0,0.0,36.0,0,7,15,2018Q1,2018,27
22,2017-07-03 16:00:00,68.82000000000001,8,88.0,0.0,45.0,0,7,16,2018Q1,2018,27
23,2017-07-03 17:00:00,108.38,17,88.0,0.0,46.0,0,7,17,2018Q1,2018,27
24,2017-07-03 18:00:00,170.98000000000002,29,85.0,0.0,59.0,0,7,18,2018Q1,2018,27
25,2017-07-03 19:00:00,154.46,26,80.0,0.0,74.0,0,7,19,2018Q1,2018,27
26,2017-07-04 13:00:00,63.42,1,84.0,0.01,74.0,1,7,13,2018Q1,2018,27
27,2017-07-05 08:00:00,93.14999999999999,20,79.0,0.0,79.0,2,7,8,2018Q1,2018,27
28,2017-07-05 09:00:00,92.3,16,81.0,0.0,77.0,2,7,9,2018Q1,2018,27
29,2017-07-05 10:00:00,52.86,10,84.0,0.0,67.0,2,7,10,2018Q1,2018,27
30,2017-07-05 11:00:00,69.58,14,85.0,0.0,68.0,2,7,11,2018Q1,2018,27
31,2017-07-05 12:00:00,131.49,28,88.0,0.0,59.0,2,7,12,2018Q1,2018,27
32,2017-07-05 13:00:00,99.67000000000002,13,88.0,0.0,57.0,2,7,13,2018Q1,2018,27
33,2017-07-05 14:00:00,126.93,16,77.0,0.0,85.0,2,7,14,2018Q1,2018,27
34,2017-07-05 15:00:00,132.94,26,74.0,0.0,94.0,2,7,15,2018Q1,2018,27
35,2017-07-05 16:00:00,47.26,8,73.0,0.17,100.0,2,7,16,2018Q1,2018,27
36,2017-07-05 17:00:00,309.48,18,75.0,0.16,96.0,2,7,17,2018Q1,2018,27
37,2017-07-05 18:00:00,235.97,41,76.0,0.0,97.0,2,7,18,2018Q1,2018,27
38,2017-07-05 19:00:00,154.5,17,75.0,0.03,100.0,2,7,19,2018Q1,2018,27
39,2017-07-06 08:00:00,86.09,20,76.0,0.0,85.0,3,7,8,2018Q1,2018,27
40,2017-07-06 09:00:00,82.95,13,77.0,0.0,82.0,3,7,9,2018Q1,2018,27
41,2017-07-06 10:00:00,31.71,7,79.0,0.0,79.0,3,7,10,2018Q1,2018,27
42,2017-07-06 11:00:00,85.52000000000001,10,83.0,0.0,70.0,3,7,11,2018Q1,2018,27
43,2017-07-06 12:00:00,208.41,34,86.0,0.0,63.0,3,7,12,2018Q1,2018,27
44,2017-07-06 13:00:00,109.94,15,86.0,0.0,63.0,3,7,13,2018Q1,2018,27
45,2017-07-06 14:00:00,241.29,17,87.0,0.0,57.0,3,7,14,2018Q1,2018,27
46,2017-07-06 15:00:00,155.59,10,88.0,0.0,57.0,3,7,15,2018Q1,2018,27
47,2017-07-06 16:00:00,189.53,17,88.0,0.0,59.0,3,7,16,2018Q1,2018,27
48,2017-07-06 17:00:00,161.6,23,87.0,0.0,63.0,3,7,17,2018Q1,2018,27
49,2017-07-06 18:00:00,380.29,49,84.0,0.0,72.0,3,7,18,2018Q1,2018,27
50,2017-07-06 19:00:00,158.32999999999998,19,81.0,0.0,79.0,3,7,19,2018Q1,2018,27
51,2017-07-07 08:00:00,129.78,27,82.0,0.0,65.0,4,7,8,2018Q1,2018,27
52,2017-07-07 09:00:00,226.54,13,86.0,0.0,59.0,4,7,9,2018Q1,2018,27
53,2017-07-07 10:00:00,43.82,7,85.0,0.0,59.0,4,7,10,2018Q1,2018,27
54,2017-07-07 11:00:00,71.75,11,86.0,0.0,57.0,4,7,11,2018Q1,2018,27
55,2017-07-07 12:00:00,114.59,20,83.0,0.0,65.0,4,7,12,2018Q1,2018,27
56,2017-07-07 13:00:00,101.19999999999999,13,86.0,0.0,57.0,4,7,13,2018Q1,2018,27
57,2017-07-07 14:00:00,106.27,12,89.0,0.0,48.0,4,7,14,2018Q1,2018,27
58,2017-07-07 15:00:00,103.76,16,87.0,0.0,55.0,4,7,15,2018Q1,2018,27
59,2017-07-07 16:00:00,81.05999999999999,12,89.0,0.0,52.0,4,7,16,2018Q1,2018,27
60,2017-07-07 17:00:00,261.65,17,88.0,0.0,52.0,4,7,17,2018Q1,2018,27
61,2017-07-07 18:00:00,159.26999999999998,20,86.0,0.0,57.0,4,7,18,2018Q1,2018,27
62,2017-07-07 19:00:00,89.25,12,79.0,0.0,77.0,4,7,19,2018Q1,2018,27
63,2017-07-08 11:00:00,188.54999999999998,9,90.0,0.0,45.0,5,7,11,2018Q1,2018,27
64,2017-07-08 12:00:00,294.71,12,90.0,0.0,45.0,5,7,12,2018Q1,2018,27
65,2017-07-08 13:00:00,50.36,6,91.0,0.0,44.0,5,7,13,2018Q1,2018,27
66,2017-07-08 14:00:00,132.92,16,91.0,0.0,44.0,5,7,14,2018Q1,2018,27
67,2017-07-08 15:00:00,71.12,7,90.0,0.0,45.0,5,7,15,2018Q1,2018,27
68,2017-07-08 16:00:00,47.28,5,89.0,0.0,45.0,5,7,16,2018Q1,2018,27
69,2017-07-08 17:00:00,120.78,11,89.0,0.0,45.0,5,7,17,2018Q1,2018,27
70,2017-07-09 11:00:00,57.68,8,84.0,0.0,43.0,6,7,11,2018Q1,2018,27
71,2017-07-09 12:00:00,66.28,12,85.0,0.0,43.0,6,7,12,2018Q1,2018,27
72,2017-07-09 13:00:00,46.239999999999995,6,85.0,0.0,43.0,6,7,13,2018Q1,2018,27
73,2017-07-09 14:00:00,134.11,12,84.0,0.0,46.0,6,7,14,2018Q1,2018,27
74,2017-07-09 15:00:00,43.849999999999994,8,84.0,0.0,48.0,6,7,15,2018Q1,2018,27
75,2017-07-09 16:00:00,53.809999999999995,8,85.0,0.0,46.0,6,7,16,2018Q1,2018,27
76,2017-07-09 17:00:00,221.85000000000002,11,85.0,0.0,48.0,6,7,17,2018Q1,2018,27
77,2017-07-10 08:00:00,34.11,7,82.0,0.0,69.0,0,7,8,2018Q1,2018,28
78,2017-07-10 09:00:00,36.92,9,86.0,0.0,59.0,0,7,9,2018Q1,2018,28
79,2017-07-10 10:00:00,41.49,10,87.0,0.0,53.0,0,7,10,2018Q1,2018,28
80,2017-07-10 11:00:00,62.49,12,88.0,0.0,50.0,0,7,11,2018Q1,2018,28
81,2017-07-10 12:00:00,120.53,14,90.0,0.0,45.0,0,7,12,2018Q1,2018,28
82,2017-07-10 13:00:00,82.39999999999999,19,91.0,0.0,41.0,0,7,13,2018Q1,2018,28
83,2017-07-10 14:00:00,64.35000000000001,11,92.0,0.0,40.0,0,7,14,2018Q1,2018,28
84,2017-07-10 15:00:00,35.08,10,89.0,0.0,43.0,0,7,15,2018Q1,2018,28
85,2017-07-10 16:00:00,157.92000000000002,20,90.0,0.0,45.0,0,7,16,2018Q1,2018,28
86,2017-07-10 17:00:00,160.29,17,88.0,0.0,48.0,0,7,17,2018Q1,2018,28
87,2017-07-10 18:00:00,174.35,24,85.0,0.0,53.0,0,7,18,2018Q1,2018,28
88,2017-07-10 19:00:00,157.35,7,81.0,0.0,61.0,0,7,19,2018Q1,2018,28
89,2017-07-11 08:00:00,41.620000000000005,7,83.0,0.0,72.0,1,7,8,2018Q1,2018,28
90,2017-07-11 09:00:00,46.46,10,87.0,0.0,63.0,1,7,9,2018Q1,2018,28
91,2017-07-11 10:00:00,26.06,7,90.0,0.0,52.0,1,7,10,2018Q1,2018,28
92,2017-07-11 11:00:00,89.39999999999999,13,92.0,0.0,49.0,1,7,11,2018Q1,2018,28
93,2017-07-11 12:00:00,92.44999999999999,13,93.0,0.0,49.0,1,7,12,2018Q1,2018,28
94,2017-07-11 13:00:00,104.42999999999999,11,95.0,0.0,37.0,1,7,13,2018Q1,2018,28
95,2017-07-11 14:00:00,84.94,7,93.0,0.0,37.0,1,7,14,2018Q1,2018,28
96,2017-07-11 15:00:00,62.480000000000004,11,95.0,0.0,35.0,1,7,15,2018Q1,2018,28
97,2017-07-11 16:00:00,127.76999999999998,20,92.0,0.0,41.0,1,7,16,2018Q1,2018,28
98,2017-07-11 17:00:00,195.15,25,91.0,0.0,45.0,1,7,17,2018Q1,2018,28
99,2017-07-11 18:00:00,175.98000000000002,14,85.0,0.0,63.0,1,7,18,2018Q1,2018,28
100,2017-07-11 19:00:00,175.54,15,80.0,0.0,79.0,1,7,19,2018Q1,2018,28
101,2017-07-12 08:00:00,76.23,8,87.0,0.0,67.0,2,7,8,2018Q1,2018,28
102,2017-07-12 09:00:00,57.14,12,88.0,0.0,63.0,2,7,9,2018Q1,2018,28
103,2017-07-12 10:00:00,64.99000000000001,6,90.0,0.0,62.0,2,7,10,2018Q1,2018,28
104,2017-07-12 11:00:00,52.019999999999996,10,94.0,0.0,51.0,2,7,11,2018Q1,2018,28
105,2017-07-12 12:00:00,54.18,14,95.0,0.0,44.0,2,7,12,2018Q1,2018,28
106,2017-07-12 13:00:00,92.76,12,96.0,0.0,40.0,2,7,13,2018Q1,2018,28
107,2017-07-12 14:00:00,150.7,10,98.0,0.0,38.0,2,7,14,2018Q1,2018,28
108,2017-07-12 15:00:00,106.94,12,96.0,0.0,37.0,2,7,15,2018Q1,2018,28
109,2017-07-12 16:00:00,108.74000000000001,15,95.0,0.0,41.0,2,7,16,2018Q1,2018,28
110,2017-07-12 17:00:00,92.27000000000001,12,94.0,0.0,44.0,2,7,17,2018Q1,2018,28
111,2017-07-12 18:00:00,73.06,12,89.0,0.0,63.0,2,7,18,2018Q1,2018,28
112,2017-07-12 19:00:00,128.51,15,84.0,0.0,77.0,2,7,19,2018Q1,2018,28
113,2017-07-13 08:00:00,74.78,11,87.0,0.0,65.0,3,7,8,2018Q1,2018,28
114,2017-07-13 09:00:00,28.730000000000004,8,90.0,0.0,59.0,3,7,9,2018Q1,2018,28
115,2017-07-13 10:00:00,118.44,15,92.0,0.0,58.0,3,7,10,2018Q1,2018,28
116,2017-07-13 11:00:00,48.849999999999994,9,94.0,0.0,52.0,3,7,11,2018Q1,2018,28
117,2017-07-13 12:00:00,42.43,12,96.0,0.0,44.0,3,7,12,2018Q1,2018,28
118,2017-07-13 13:00:00,67.82,10,98.0,0.0,40.0,3,7,13,2018Q1,2018,28
119,2017-07-13 14:00:00,47.879999999999995,12,98.0,0.0,42.0,3,7,14,2018Q1,2018,28
120,2017-07-13 15:00:00,66.38,12,97.0,0.0,46.0,3,7,15,2018Q1,2018,28
121,2017-07-13 16:00:00,92.43,11,95.0,0.0,49.0,3,7,16,2018Q1,2018,28
122,2017-07-13 17:00:00,91.13,11,94.0,0.0,51.0,3,7,17,2018Q1,2018,28
123,2017-07-13 18:00:00,83.2,13,91.0,0.0,57.0,3,7,18,2018Q1,2018,28
124,2017-07-13 19:00:00,239.12,14,86.0,0.0,70.0,3,7,19,2018Q1,2018,28
125,2017-07-13 20:00:00,1.69,1,87.0,0.0,65.0,3,7,20,2018Q1,2018,28
126,2017-07-14 08:00:00,61.11,9,87.0,0.0,61.0,4,7,8,2018Q1,2018,28
127,2017-07-14 09:00:00,105.83000000000001,14,91.0,0.0,56.0,4,7,9,2018Q1,2018,28
128,2017-07-14 10:00:00,27.96,8,93.0,0.0,50.0,4,7,10,2018Q1,2018,28
129,2017-07-14 11:00:00,40.6,8,95.0,0.0,49.0,4,7,11,2018Q1,2018,28
130,2017-07-14 12:00:00,76.76,17,95.0,0.0,49.0,4,7,12,2018Q1,2018,28
131,2017-07-14 13:00:00,54.43,10,96.0,0.0,46.0,4,7,13,2018Q1,2018,28
132,2017-07-14 14:00:00,125.24,14,97.0,0.0,46.0,4,7,14,2018Q1,2018,28
133,2017-07-14 15:00:00,203.03,17,96.0,0.0,44.0,4,7,15,2018Q1,2018,28
134,2017-07-14 16:00:00,204.06,22,95.0,0.0,44.0,4,7,16,2018Q1,2018,28
135,2017-07-14 17:00:00,151.17000000000002,11,92.0,0.0,52.0,4,7,17,2018Q1,2018,28
136,2017-07-14 18:00:00,268.86,24,88.0,0.0,59.0,4,7,18,2018Q1,2018,28
137,2017-07-14 19:00:00,349.69000000000005,22,85.0,0.0,61.0,4,7,19,2018Q1,2018,28
138,2017-07-15 11:00:00,216.19,14,92.0,0.0,41.0,5,7,11,2018Q1,2018,28
139,2017-07-15 12:00:00,182.35000000000002,17,90.0,0.0,44.0,5,7,12,2018Q1,2018,28
140,2017-07-15 13:00:00,284.33000000000004,18,93.0,0.0,40.0,5,7,13,2018Q1,2018,28
141,2017-07-15 14:00:00,121.98,11,92.0,0.0,38.0,5,7,14,2018Q1,2018,28
142,2017-07-15 15:00:00,94.8,8,92.0,0.0,40.0,5,7,15,2018Q1,2018,28
143,2017-07-15 16:00:00,71.46,9,90.0,0.0,42.0,5,7,16,2018Q1,2018,28
144,2017-07-15 17:00:00,63.2,8,88.0,0.0,45.0,5,7,17,2018Q1,2018,28
145,2017-07-16 11:00:00,216.82,6,88.0,0.0,45.0,6,7,11,2018Q1,2018,28
146,2017-07-16 12:00:00,191.54000000000002,13,87.0,0.0,48.0,6,7,12,2018Q1,2018,28
147,2017-07-16 13:00:00,72.25,13,90.0,0.0,44.0,6,7,13,2018Q1,2018,28
148,2017-07-16 14:00:00,200.44,10,88.0,0.0,46.0,6,7,14,2018Q1,2018,28
149,2017-07-16 15:00:00,25.490000000000002,3,89.0,0.0,47.0,6,7,15,2018Q1,2018,28
150,2017-07-16 16:00:00,125.41,10,88.0,0.0,48.0,6,7,16,2018Q1,2018,28
151,2017-07-16 17:00:00,114.84,11,85.0,0.0,63.0,6,7,17,2018Q1,2018,28
152,2017-07-16 18:00:00,0.0,0,84.0,0.0,65.0,6,7,18,2018Q1,2018,28
153,2017-07-17 07:00:00,8.54,1,74.0,0.0,94.0,0,7,7,2018Q1,2018,29
154,2017-07-17 08:00:00,80.39,19,77.0,0.0,82.0,0,7,8,2018Q1,2018,29
155,2017-07-17 09:00:00,122.44,16,81.0,0.0,72.0,0,7,9,2018Q1,2018,29
156,2017-07-17 10:00:00,48.81999999999999,9,84.0,0.0,65.0,0,7,10,2018Q1,2018,29
157,2017-07-17 11:00:00,10.06,4,86.0,0.0,61.0,0,7,11,2018Q1,2018,29
158,2017-07-17 12:00:00,171.31,22,86.0,0.0,59.0,0,7,12,2018Q1,2018,29
159,2017-07-17 13:00:00,60.339999999999996,14,87.0,0.0,59.0,0,7,13,2018Q1,2018,29
160,2017-07-17 14:00:00,113.98,16,88.0,0.0,55.0,0,7,14,2018Q1,2018,29
161,2017-07-17 15:00:00,54.5,11,89.0,0.0,52.0,0,7,15,2018Q1,2018,29
162,2017-07-17 16:00:00,180.13,13,87.0,0.0,57.0,0,7,16,2018Q1,2018,29
163,2017-07-17 17:00:00,164.44,20,84.0,0.0,65.0,0,7,17,2018Q1,2018,29
164,2017-07-17 18:00:00,545.23,31,82.0,0.0,72.0,0,7,18,2018Q1,2018,29
165,2017-07-17 19:00:00,145.41,12,80.0,0.0,76.0,0,7,19,2018Q1,2018,29
166,2017-07-18 08:00:00,193.91999999999996,15,83.0,0.0,72.0,1,7,8,2018Q1,2018,29
167,2017-07-18 09:00:00,89.56,12,86.0,0.0,67.0,1,7,9,2018Q1,2018,29
168,2017-07-18 10:00:00,34.76,10,86.0,0.0,63.0,1,7,10,2018Q1,2018,29
169,2017-07-18 11:00:00,227.56,6,89.0,0.0,55.0,1,7,11,2018Q1,2018,29
170,2017-07-18 12:00:00,60.72,16,88.0,0.0,59.0,1,7,12,2018Q1,2018,29
171,2017-07-18 13:00:00,99.03999999999999,18,88.0,0.0,57.0,1,7,13,2018Q1,2018,29
172,2017-07-18 14:00:00,53.22,6,91.0,0.0,52.0,1,7,14,2018Q1,2018,29
173,2017-07-18 15:00:00,51.89,9,91.0,0.0,52.0,1,7,15,2018Q1,2018,29
174,2017-07-18 16:00:00,106.24000000000001,14,89.0,0.0,57.0,1,7,16,2018Q1,2018,29
175,2017-07-18 17:00:00,357.44,27,87.0,0.0,59.0,1,7,17,2018Q1,2018,29
176,2017-07-18 18:00:00,223.54000000000002,12,83.0,0.0,72.0,1,7,18,2018Q1,2018,29
177,2017-07-18 19:00:00,124.82,13,80.0,0.0,79.0,1,7,19,2018Q1,2018,29
178,2017-07-19 08:00:00,214.35000000000002,20,84.0,0.0,55.0,2,7,8,2018Q1,2018,29
179,2017-07-19 09:00:00,41.89,10,87.0,0.0,50.0,2,7,9,2018Q1,2018,29
180,2017-07-19 10:00:00,35.17,8,89.0,0.0,48.0,2,7,10,2018Q1,2018,29
181,2017-07-19 11:00:00,14.8,4,91.0,0.0,44.0,2,7,11,2018Q1,2018,29
182,2017-07-19 12:00:00,226.95999999999998,21,91.0,0.0,44.0,2,7,12,2018Q1,2018,29
183,2017-07-19 13:00:00,78.09,19,94.0,0.0,40.0,2,7,13,2018Q1,2018,29
184,2017-07-19 14:00:00,61.58,12,94.0,0.0,38.0,2,7,14,2018Q1,2018,29
185,2017-07-19 15:00:00,76.06,7,93.0,0.0,40.0,2,7,15,2018Q1,2018,29
186,2017-07-19 16:00:00,64.64,6,92.0,0.0,41.0,2,7,16,2018Q1,2018,29
187,2017-07-19 17:00:00,154.15,11,92.0,0.0,41.0,2,7,17,2018Q1,2018,29
188,2017-07-19 18:00:00,183.64,19,89.0,0.0,47.0,2,7,18,2018Q1,2018,29
189,2017-07-19 19:00:00,246.58,17,83.0,0.0,63.0,2,7,19,2018Q1,2018,29
190,2017-07-19 20:00:00,0.0,0,80.0,0.0,71.0,2,7,20,2018Q1,2018,29
191,2017-07-20 08:00:00,133.48000000000002,15,88.0,0.0,57.0,3,7,8,2018Q1,2018,29
192,2017-07-20 09:00:00,80.10000000000001,11,91.0,0.0,52.0,3,7,9,2018Q1,2018,29
193,2017-07-20 10:00:00,82.82,10,93.0,0.0,46.0,3,7,10,2018Q1,2018,29
194,2017-07-20 11:00:00,53.83,9,93.0,0.0,44.0,3,7,11,2018Q1,2018,29
195,2017-07-20 12:00:00,208.10000000000002,20,96.0,0.0,39.0,3,7,12,2018Q1,2018,29
196,2017-07-20 13:00:00,208.17000000000002,18,96.0,0.0,39.0,3,7,13,2018Q1,2018,29
197,2017-07-20 14:00:00,200.77,16,97.0,0.0,40.0,3,7,14,2018Q1,2018,29
198,2017-07-20 15:00:00,307.07,24,97.0,0.0,39.0,3,7,15,2018Q1,2018,29
199,2017-07-20 16:00:00,59.92,7,96.0,0.0,40.0,3,7,16,2018Q1,2018,29
200,2017-07-20 17:00:00,760.86,31,93.0,0.0,46.0,3,7,17,2018Q1,2018,29
201,2017-07-20 18:00:00,593.16,29,90.0,0.0,54.0,3,7,18,2018Q1,2018,29
202,2017-07-20 19:00:00,159.7,22,86.0,0.0,65.0,3,7,19,2018Q1,2018,29
203,2017-07-21 08:00:00,183.33,8,89.0,0.0,57.0,4,7,8,2018Q1,2018,29
204,2017-07-21 09:00:00,68.82,7,92.0,0.0,49.0,4,7,9,2018Q1,2018,29
205,2017-07-21 10:00:00,25.08,3,95.0,0.0,44.0,4,7,10,2018Q1,2018,29
206,2017-07-21 11:00:00,328.65999999999997,23,95.0,0.0,44.0,4,7,11,2018Q1,2018,29
207,2017-07-21 12:00:00,71.38,10,93.0,0.0,47.0,4,7,12,2018Q1,2018,29
208,2017-07-21 13:00:00,196.13,14,97.0,0.0,39.0,4,7,13,2018Q1,2018,29
209,2017-07-21 14:00:00,218.51999999999998,23,97.0,0.0,39.0,4,7,14,2018Q1,2018,29
210,2017-07-21 15:00:00,548.59,23,96.0,0.0,40.0,4,7,15,2018Q1,2018,29
211,2017-07-21 16:00:00,161.0,11,97.0,0.0,40.0,4,7,16,2018Q1,2018,29
212,2017-07-21 17:00:00,413.11,23,95.0,0.0,41.0,4,7,17,2018Q1,2018,29
213,2017-07-21 18:00:00,159.7,16,91.0,0.0,56.0,4,7,18,2018Q1,2018,29
214,2017-07-21 19:00:00,430.62,21,86.0,0.0,65.0,4,7,19,2018Q1,2018,29
215,2017-07-22 11:00:00,150.23000000000002,12,93.0,0.0,47.0,5,7,11,2018Q1,2018,29
216,2017-07-22 12:00:00,362.65999999999997,19,96.0,0.0,40.0,5,7,12,2018Q1,2018,29
217,2017-07-22 13:00:00,292.23,20,99.0,0.0,38.0,5,7,13,2018Q1,2018,29
218,2017-07-22 14:00:00,66.28999999999999,5,99.0,0.0,39.0,5,7,14,2018Q1,2018,29
219,2017-07-22 15:00:00,28.09,6,100.0,0.0,37.0,5,7,15,2018Q1,2018,29
220,2017-07-22 16:00:00,78.60000000000001,2,100.0,0.0,37.0,5,7,16,2018Q1,2018,29
221,2017-07-22 17:00:00,294.09,9,98.0,0.0,38.0,5,7,17,2018Q1,2018,29
222,2017-07-23 10:00:00,4.88,1,90.0,0.0,54.0,6,7,10,2018Q1,2018,29
223,2017-07-23 11:00:00,85.25,10,92.0,0.0,49.0,6,7,11,2018Q1,2018,29
224,2017-07-23 12:00:00,80.46,7,94.0,0.0,44.0,6,7,12,2018Q1,2018,29
225,2017-07-23 13:00:00,87.1,5,94.0,0.0,44.0,6,7,13,2018Q1,2018,29
226,2017-07-23 14:00:00,131.05,14,95.0,0.0,41.0,6,7,14,2018Q1,2018,29
227,2017-07-23 15:00:00,24.38,1,96.0,0.0,32.0,6,7,15,2018Q1,2018,29
228,2017-07-23 16:00:00,36.51,2,95.0,0.0,40.0,6,7,16,2018Q1,2018,29
229,2017-07-23 17:00:00,141.51,7,90.0,0.0,52.0,6,7,17,2018Q1,2018,29
230,2017-07-24 08:00:00,14.629999999999999,4,79.0,0.0,79.0,0,7,8,2018Q1,2018,30
231,2017-07-24 09:00:00,29.05,5,83.0,0.0,67.0,0,7,9,2018Q1,2018,30
232,2017-07-24 10:00:00,26.34,6,87.0,0.0,59.0,0,7,10,2018Q1,2018,30
233,2017-07-24 11:00:00,22.3,5,88.0,0.0,54.0,0,7,11,2018Q1,2018,30
234,2017-07-24 12:00:00,106.78999999999999,10,91.0,0.0,49.0,0,7,12,2018Q1,2018,30
235,2017-07-24 13:00:00,36.5,8,92.0,0.0,47.0,0,7,13,2018Q1,2018,30
236,2017-07-24 14:00:00,36.370000000000005,6,93.0,0.0,42.0,0,7,14,2018Q1,2018,30
237,2017-07-24 15:00:00,61.06,11,94.0,0.0,38.0,0,7,15,2018Q1,2018,30
238,2017-07-24 16:00:00,24.53,3,93.0,0.0,41.0,0,7,16,2018Q1,2018,30
239,2017-07-24 17:00:00,274.35999999999996,7,92.0,0.0,44.0,0,7,17,2018Q1,2018,30
240,2017-07-25 08:00:00,27.779999999999998,6,78.0,0.0,60.0,1,7,8,2018Q1,2018,30
241,2017-07-25 09:00:00,54.790000000000006,8,78.0,0.0,54.0,1,7,9,2018Q1,2018,30
242,2017-07-25 10:00:00,40.48,1,81.0,0.0,51.0,1,7,10,2018Q1,2018,30
243,2017-07-25 11:00:00,20.840000000000003,5,84.0,0.0,48.0,1,7,11,2018Q1,2018,30
244,2017-07-25 12:00:00,101.06,26,85.0,0.0,46.0,1,7,12,2018Q1,2018,30
245,2017-07-25 13:00:00,62.41,12,86.0,0.0,46.0,1,7,13,2018Q1,2018,30
246,2017-07-25 14:00:00,9.36,1,86.0,0.0,42.0,1,7,14,2018Q1,2018,30
247,2017-07-25 15:00:00,21.85,8,87.0,0.0,40.0,1,7,15,2018Q1,2018,30
248,2017-07-25 16:00:00,8.62,3,85.0,0.0,42.0,1,7,16,2018Q1,2018,30
249,2017-07-25 17:00:00,57.3,10,82.0,0.0,49.0,1,7,17,2018Q1,2018,30
250,2017-07-25 18:00:00,98.42,1,78.0,0.0,58.0,1,7,18,2018Q1,2018,30
251,2017-07-26 08:00:00,288.33,12,77.0,0.0,69.0,2,7,8,2018Q1,2018,30
252,2017-07-26 09:00:00,33.8,10,79.0,0.0,65.0,2,7,9,2018Q1,2018,30
253,2017-07-26 10:00:00,20.700000000000003,4,83.0,0.0,55.0,2,7,10,2018Q1,2018,30
254,2017-07-26 11:00:00,78.4,9,81.0,0.0,57.0,2,7,11,2018Q1,2018,30
255,2017-07-26 12:00:00,138.84,22,85.0,0.0,48.0,2,7,12,2018Q1,2018,30
256,2017-07-26 13:00:00,61.71,12,88.0,0.0,43.0,2,7,13,2018Q1,2018,30
257,2017-07-26 14:00:00,7.47,2,85.0,0.0,48.0,2,7,14,2018Q1,2018,30
258,2017-07-26 15:00:00,51.019999999999996,10,85.0,0.0,46.0,2,7,15,2018Q1,2018,30
259,2017-07-26 16:00:00,42.08,7,87.0,0.0,45.0,2,7,16,2018Q1,2018,30
260,2017-07-26 17:00:00,48.83,8,84.0,0.0,53.0,2,7,17,2018Q1,2018,30
261,2017-07-27 08:00:00,58.09,9,79.0,0.0,69.0,3,7,8,2018Q1,2018,30
262,2017-07-27 09:00:00,22.8,6,81.0,0.0,65.0,3,7,9,2018Q1,2018,30
263,2017-07-27 10:00:00,20.33,6,85.0,0.0,59.0,3,7,10,2018Q1,2018,30
264,2017-07-27 11:00:00,91.38,9,87.0,0.0,57.0,3,7,11,2018Q1,2018,30
265,2017-07-27 12:00:00,173.77,12,87.0,0.0,57.0,3,7,12,2018Q1,2018,30
266,2017-07-27 13:00:00,73.14,12,88.0,0.0,57.0,3,7,13,2018Q1,2018,30
267,2017-07-27 14:00:00,95.55,6,88.0,0.0,55.0,3,7,14,2018Q1,2018,30
268,2017-07-27 15:00:00,107.35000000000001,15,88.0,0.0,55.0,3,7,15,2018Q1,2018,30
269,2017-07-27 16:00:00,47.2,7,87.0,0.0,59.0,3,7,16,2018Q1,2018,30
270,2017-07-27 17:00:00,86.74,7,85.0,0.0,68.0,3,7,17,2018Q1,2018,30
271,2017-07-28 08:00:00,20.96,4,79.0,0.0,79.0,4,7,8,2018Q1,2018,30
