DATE,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyRelativeHumidity
2017-07-01T00:54:00,75,0,88
2017-07-01T01:54:00,76,0,88
2017-07-01T02:54:00,75,0,90
2017-07-01T03:54:00,75,0,90
2017-07-01T04:54:00,75,0,90
2017-07-01T05:54:00,76,0,88
2017-07-01T06:54:00,76,0,88
2017-07-01T07:54:00,80,0,76
2017-07-01T08:54:00,81,0,74
2017-07-01T09:54:00,82,0,72
2017-07-01T10:54:00,84,0,67
2017-07-01T11:54:00,86,0,65
2017-07-01T12:54:00,86,0,65
2017-07-01T13:54:00,90,0,59
2017-07-01T14:54:00,90,0,58
2017-07-01T15:54:00,89,0,57
2017-07-01T16:54:00,89,0,57
2017-07-01T17:54:00,88,0,61
2017-07-01T18:54:00,86,0,70
2017-07-01T19:54:00,85,0,59
2017-07-01T20:54:00,80,0,74
2017-07-01T21:54:00,78,0,82
2017-07-01T22:54:00,77,0,85
2017-07-01T23:54:00,78,0,85
2017-07-02T00:54:00,78,0,87
2017-07-02T01:54:00,78,0,87
2017-07-02T02:54:00,77,0,90
2017-07-02T03:54:00,74,0,94
2017-07-02T04:54:00,72,0,100
2017-07-02T05:54:00,74,0,97
2017-07-02T06:54:00,77,0,90
2017-07-02T07:54:00,79,0,85
2017-07-02T08:54:00,82,0,69
2017-07-02T09:54:00,85,0,63
2017-07-02T10:54:00,86,0,61
2017-07-02T11:54:00,88,0,59
2017-07-02T12:54:00,86,0,63
2017-07-02T13:54:00,87,0,55
2017-07-02T14:54:00,88,0,55
2017-07-02T15:54:00,88,0,55
2017-07-02T16:54:00,79,0.04,77
2017-07-02T17:54:00,78,0.11,85
2017-07-02T18:54:00,76,0,91
2017-07-02T19:54:00,75,0,94
2017-07-02T20:54:00,75,0,90
2017-07-02T21:54:00,76,0,88
2017-07-02T22:54:00,75,0,90
2017-07-02T23:54:00,75,0,90
2017-07-03T00:54:00,74,0,94
2017-07-03T01:54:00,74,0,94
2017-07-03T02:54:00,73,0,96
2017-07-03T03:54:00,74,0,97
2017-07-03T04:54:00,72,0,97
2017-07-03T05:54:00,73,0,96
2017-07-03T06:54:00,78,0,82
2017-07-03T07:54:00,82,0,63
2017-07-03T08:54:00,84,0,59
2017-07-03T09:54:00,86,0,57
2017-07-03T10:54:00,87,0,50
2017-07-03T11:54:00,89,0,45
2017-07-03T12:54:00,91,0,42
2017-07-03T13:54:00,93,0,37
2017-07-03T14:54:00,92,0,37
2017-07-03T15:54:00,92,0,36
2017-07-03T16:54:00,88,0,45
2017-07-03T17:54:00,88,0,46
2017-07-03T18:54:00,85,0,59
2017-07-03T19:54:00,80,0,74
2017-07-03T20:54:00,77,0,82
2017-07-03T21:54:00,77,0,79
2017-07-03T22:54:00,76,0,82
2017-07-03T23:54:00,75,0,84
2017-07-04T00:54:00,74,0,91
2017-07-04T01:54:00,73,0,94
2017-07-04T02:54:00,73,0,94
2017-07-04T03:54:00,73,0,94
2017-07-04T04:54:00,71,0,96
2017-07-04T05:54:00,73,0,96
2017-07-04T06:54:00,75,0,94
2017-07-04T07:54:00,78,0,85
2017-07-04T08:54:00,80,0,76
2017-07-04T09:54:00,85,0,68
2017-07-04T10:54:00,86,0,65
2017-07-04T11:54:00,88,0,57
2017-07-04T12:54:00,85,0,57
2017-07-04T13:54:00,84,0.01,74
2017-07-04T14:54:00,86,0,63
2017-07-04T15:54:00,87,0,59
2017-07-04T16:54:00,83,0,65
2017-07-04T17:54:00,79,0,69
2017-07-04T18:54:00,78,0,79
2017-07-04T19:54:00,76,0,91
2017-07-04T20:54:00,76,0,91
2017-07-04T21:54:00,76,0,85
2017-07-04T22:54:00,75,0,90
2017-07-04T23:54:00,75,0,90
2017-07-05T00:54:00,74,0,94
2017-07-05T01:54:00,74,0,94
2017-07-05T02:54:00,73,0,96
2017-07-05T03:54:00,73,0,96
2017-07-05T04:54:00,73,0,94
2017-07-05T05:54:00,74,0,94
2017-07-05T06:54:00,76,0,88
2017-07-05T07:54:00,77,0,85
2017-07-05T08:54:00,79,0,79
2017-07-05T09:54:00,81,0,77
2017-07-05T10:54:00,84,0,67
2017-07-05T11:54:00,85,0,68
2017-07-05T12:54:00,88,0,59
2017-07-05T13:54:00,88,0,57
2017-07-05T14:54:00,77,0,85
2017-07-05T15:54:00,74,0,94
2017-07-05T16:54:00,73,0.17,100
2017-07-05T17:54:00,75,0.16,96
2017-07-05T18:54:00,76,0,97
2017-07-05T19:54:00,75,0.03,100
2017-07-05T20:54:00,75,0.01,100
2017-07-05T21:54:00,73,0.12,100
2017-07-05T22:54:00,73,0,100
2017-07-05T23:54:00,73,0,100
2017-07-06T00:54:00,74,0,100
2017-07-06T01:54:00,75,0,96
2017-07-06T02:54:00,74,0.03,100
2017-07-06T03:54:00,74,0,97
2017-07-06T04:54:00,74,0,97
2017-07-06T05:54:00,74,0,97
2017-07-06T06:54:00,76,0,91
2017-07-06T07:54:00,75,0,90
2017-07-06T08:54:00,76,0,85
2017-07-06T09:54:00,77,0,82
2017-07-06T10:54:00,79,0,79
2017-07-06T11:54:00,83,0,70
2017-07-06T12:54:00,86,0,63
2017-07-06T13:54:00,86,0,63
2017-07-06T14:54:00,87,0,57
2017-07-06T15:54:00,88,0,57
2017-07-06T16:54:00,88,0,59
2017-07-06T17:54:00,87,0,63
2017-07-06T18:54:00,84,0,72
2017-07-06T19:54:00,81,0,79
2017-07-06T20:54:00,80,0,79
2017-07-06T21:54:00,77,0,88
2017-07-06T22:54:00,77,0,82
2017-07-06T23:54:00,75,0,88
2017-07-07T00:54:00,74,0,94
2017-07-07T01:54:00,73,0,94
2017-07-07T02:54:00,72,0,97
2017-07-07T03:54:00,75,0,90
2017-07-07T04:54:00,74,0,94
2017-07-07T05:54:00,76,0,85
2017-07-07T06:54:00,79,0,74
2017-07-07T07:54:00,82,0,69
2017-07-07T08:54:00,82,0,65
2017-07-07T09:54:00,86,0,59
2017-07-07T10:54:00,85,0,59
2017-07-07T11:54:00,86,0,57
2017-07-07T12:54:00,83,0,65
2017-07-07T13:54:00,86,0,57
2017-07-07T14:54:00,89,0,48
2017-07-07T15:54:00,87,0,55
2017-07-07T16:54:00,89,0,52
2017-07-07T17:54:00,88,0,52
2017-07-07T18:54:00,86,0,57
2017-07-07T19:54:00,79,0,77
2017-07-07T20:54:00,77,0,79
2017-07-07T21:54:00,75,0,84
2017-07-07T22:54:00,79,0,77
2017-07-07T23:54:00,78,0,79
2017-07-08T00:54:00,78,0,79
2017-07-08T01:54:00,74,0,88
2017-07-08T02:54:00,71,0,96
2017-07-08T03:54:00,73,0,90
2017-07-08T04:54:00,74,0,88
2017-07-08T05:54:00,74,0,88
2017-07-08T06:54:00,78,0,76
2017-07-08T07:54:00,81,0,69
2017-07-08T08:54:00,84,0,59
2017-07-08T09:54:00,87,0,51
2017-07-08T10:54:00,89,0,45
2017-07-08T11:54:00,90,0,45
2017-07-08T12:54:00,90,0,45
2017-07-08T13:54:00,91,0,44
2017-07-08T14:54:00,91,0,44
2017-07-08T15:54:00,90,0,45
2017-07-08T16:54:00,89,0,45
2017-07-08T17:54:00,89,0,45
2017-07-08T18:54:00,86,0,46
2017-07-08T19:54:00,85,0,48
2017-07-08T20:54:00,82,0,55
2017-07-08T21:54:00,80,0,56
2017-07-08T22:54:00,76,0,67
2017-07-08T23:54:00,75,0,64
2017-07-09T00:54:00,73,0,69
2017-07-09T01:54:00,72,0,71
2017-07-09T02:54:00,69,0,81
2017-07-09T03:54:00,68,0,81
2017-07-09T04:54:00,68,0,76
2017-07-09T05:54:00,69,0,81
2017-07-09T06:54:00,73,0,66
2017-07-09T07:54:00,76,0,62
2017-07-09T08:54:00,79,0,56
2017-07-09T09:54:00,81,0,53
2017-07-09T10:54:00,83,0,46
2017-07-09T11:54:00,84,0,43
2017-07-09T12:54:00,85,0,43
2017-07-09T13:54:00,85,0,43
2017-07-09T14:54:00,84,0,46
2017-07-09T15:54:00,84,0,48
2017-07-09T16:54:00,85,0,46
2017-07-09T17:54:00,85,0,48
2017-07-09T18:54:00,81,0,58
2017-07-09T19:54:00,77,0,69
2017-07-09T20:54:00,75,0,76
2017-07-09T21:54:00,73,0,79
2017-07-09T22:54:00,73,0,79
2017-07-09T23:54:00,71,0,84
2017-07-10T00:54:00,71,0,84
2017-07-10T01:54:00,71,0,81
2017-07-10T02:54:00,71,0,81
2017-07-10T03:54:00,69,0,87
2017-07-10T04:54:00,68,0,96
2017-07-10T05:54:00,70,0,93
2017-07-10T06:54:00,74,0,91
2017-07-10T07:54:00,78,0,82
2017-07-10T08:54:00,82,0,69
2017-07-10T09:54:00,86,0,59
2017-07-10T10:54:00,87,0,53
2017-07-10T11:54:00,88,0,50
2017-07-10T12:54:00,90,0,45
2017-07-10T13:54:00,91,0,41
2017-07-10T14:54:00,92,0,40
2017-07-10T15:54:00,89,0,43
2017-07-10T16:54:00,90,0,45
2017-07-10T17:54:00,88,0,48
2017-07-10T18:54:00,85,0,53
2017-07-10T19:54:00,81,0,61
2017-07-10T20:54:00,79,0,69
2017-07-10T21:54:00,76,0,82
2017-07-10T22:54:00,77,0,85
2017-07-10T23:54:00,77,0,88
2017-07-11T00:54:00,74,0,94
2017-07-11T01:54:00,74,0,94
2017-07-11T02:54:00,73,0,96
2017-07-11T03:54:00,72,0,97
2017-07-11T04:54:00,72,0,97
2017-07-11T05:54:00,73,0,96
2017-07-11T06:54:00,75,0,90
2017-07-11T07:54:00,80,0,79
2017-07-11T08:54:00,83,0,72
2017-07-11T09:54:00,87,0,63
2017-07-11T10:54:00,90,0,52
2017-07-11T11:54:00,92,0,49
2017-07-11T12:54:00,93,0,49
2017-07-11T13:54:00,95,0,37
2017-07-11T14:54:00,93,0,37
2017-07-11T15:54:00,95,0,35
2017-07-11T16:54:00,92,0,41
2017-07-11T17:54:00,91,0,45
2017-07-11T18:54:00,85,0,63
2017-07-11T19:54:00,80,0,79
2017-07-11T20:54:00,80,0,74
2017-07-11T21:54:00,78,0,76
2017-07-11T22:54:00,81,0,69
2017-07-11T23:54:00,81,0,72
2017-07-12T00:54:00,82,0,72
2017-07-12T01:54:00,81,0,77
2017-07-12T02:54:00,81,0,77
2017-07-12T03:54:00,79,0,82
2017-07-12T04:54:00,76,0,91
2017-07-12T05:54:00,77,0,88
2017-07-12T06:54:00,79,0,82
2017-07-12T07:54:00,81,0,79
2017-07-12T08:54:00,87,0,67
2017-07-12T09:54:00,88,0,63
2017-07-12T10:54:00,90,0,62
2017-07-12T11:54:00,94,0,51
2017-07-12T12:54:00,95,0,44
2017-07-12T13:54:00,96,0,40
2017-07-12T14:54:00,98,0,38
2017-07-12T15:54:00,96,0,37
2017-07-12T16:54:00,95,0,41
2017-07-12T17:54:00,94,0,44
2017-07-12T18:54:00,89,0,63
2017-07-12T19:54:00,84,0,77
2017-07-12T20:54:00,82,0,82
2017-07-12T21:54:00,83,0,79
2017-07-12T22:54:00,82,0,79
2017-07-12T23:54:00,82,0,77
2017-07-13T00:54:00,82,0,77
2017-07-13T01:54:00,82,0,77
2017-07-13T02:54:00,78,0,87
2017-07-13T03:54:00,77,0,90
2017-07-13T04:54:00,77,0,90
2017-07-13T05:54:00,78,0,90
2017-07-13T06:54:00,82,0,79
2017-07-13T07:54:00,85,0,70
2017-07-13T08:54:00,87,0,65
2017-07-13T09:54:00,90,0,59
2017-07-13T10:54:00,92,0,58
2017-07-13T11:54:00,94,0,52
2017-07-13T12:54:00,96,0,44
2017-07-13T13:54:00,98,0,40
2017-07-13T14:54:00,98,0,42
2017-07-13T15:54:00,97,0,46
2017-07-13T16:54:00,95,0,49
2017-07-13T17:54:00,94,0,51
2017-07-13T18:54:00,91,0,57
2017-07-13T19:54:00,86,0,70
2017-07-13T20:54:00,87,0,65
2017-07-13T21:54:00,86,0,67
2017-07-13T22:54:00,84,0,72
2017-07-13T23:54:00,83,0,70
2017-07-14T00:54:00,81,0,72
2017-07-14T01:54:00,80,0,74
2017-07-14T02:54:00,79,0,74
2017-07-14T03:54:00,75,0,84
2017-07-14T04:54:00,74,0,88
2017-07-14T05:54:00,76,0,85
2017-07-14T06:54:00,79,0,77
2017-07-14T07:54:00,84,0,67
2017-07-14T08:54:00,87,0,61
2017-07-14T09:54:00,91,0,56
2017-07-14T10:54:00,93,0,50
2017-07-14T11:54:00,95,0,49
2017-07-14T12:54:00,95,0,49
2017-07-14T13:54:00,96,0,46
2017-07-14T14:54:00,97,0,46
2017-07-14T15:54:00,96,0,44
2017-07-14T16:54:00,95,0,44
2017-07-14T17:54:00,92,0,52
2017-07-14T18:54:00,88,0,59
2017-07-14T19:54:00,85,0,61
2017-07-14T20:54:00,84,0,65
2017-07-14T21:54:00,84,0,63
2017-07-14T22:54:00,83,0,65
2017-07-14T23:54:00,78,0,79
2017-07-15T00:54:00,79,0,72
2017-07-15T01:54:00,75,0,88
2017-07-15T02:54:00,75,0,88
2017-07-15T03:54:00,76,0,85
2017-07-15T04:54:00,74,0,91
2017-07-15T05:54:00,75,0,90
2017-07-15T06:54:00,77,0,82
2017-07-15T07:54:00,81,0,72
2017-07-15T08:54:00,86,0,61
2017-07-15T09:54:00,87,0,59
2017-07-15T10:54:00,90,0,50
2017-07-15T11:54:00,92,0,41
2017-07-15T12:54:00,90,0,44
2017-07-15T13:54:00,93,0,40
2017-07-15T14:54:00,92,0,38
2017-07-15T15:54:00,92,0,40
2017-07-15T16:54:00,90,0,42
2017-07-15T17:54:00,88,0,45
2017-07-15T18:54:00,86,0,48
2017-07-15T19:54:00,82,0,60
2017-07-15T20:54:00,79,0,69
2017-07-15T21:54:00,78,0,71
2017-07-15T22:54:00,78,0,69
2017-07-15T23:54:00,77,0,74
2017-07-16T00:54:00,76,0,77
2017-07-16T01:54:00,77,0,69
2017-07-16T02:54:00,75,0,74
2017-07-16T03:54:00,74,0,74
2017-07-16T04:54:00,73,0,76
2017-07-16T05:54:00,74,0,74
2017-07-16T06:54:00,77,0,66
2017-07-16T07:54:00,80,0,60
2017-07-16T08:54:00,84,0,51
2017-07-16T09:54:00,87,0,45
2017-07-16T10:54:00,88,0,43
2017-07-16T11:54:00,88,0,45
2017-07-16T12:54:00,87,0,48
2017-07-16T13:54:00,90,0,44
2017-07-16T14:54:00,88,0,46
2017-07-16T15:54:00,89,0,47
2017-07-16T16:54:00,88,0,48
2017-07-16T17:54:00,85,0,63
2017-07-16T18:54:00,84,0,65
2017-07-16T19:54:00,81,0,69
2017-07-16T20:54:00,78,0,74
2017-07-16T21:54:00,77,0,79
2017-07-16T22:54:00,75,0,82
2017-07-16T23:54:00,74,0,88
2017-07-17T00:54:00,72,0,94
2017-07-17T01:54:00,73,0,90
2017-07-17T02:54:00,72,0,94
2017-07-17T03:54:00,70,0,97
2017-07-17T04:54:00,70,0,97
2017-07-17T05:54:00,71,0,96
2017-07-17T06:54:00,72,0,97
2017-07-17T07:54:00,74,0,94
2017-07-17T08:54:00,77,0,82
2017-07-17T09:54:00,81,0,72
2017-07-17T10:54:00,84,0,65
2017-07-17T11:54:00,86,0,61
2017-07-17T12:54:00,86,0,59
2017-07-17T13:54:00,87,0,59
2017-07-17T14:54:00,88,0,55
2017-07-17T15:54:00,89,0,52
2017-07-17T16:54:00,87,0,57
2017-07-17T17:54:00,84,0,65
2017-07-17T18:54:00,82,0,72
2017-07-17T19:54:00,80,0,76
2017-07-17T20:54:00,78,0,82
2017-07-17T21:54:00,77,0,85
2017-07-17T22:54:00,76,0,91
2017-07-17T23:54:00,75,0,90
2017-07-18T00:54:00,75,0,90
2017-07-18T01:54:00,74,0,94
2017-07-18T02:54:00,74,0,94
2017-07-18T03:54:00,73,0,96
2017-07-18T04:54:00,73,0,96
2017-07-18T05:54:00,73,0,96
2017-07-18T06:54:00,75,0,94
2017-07-18T07:54:00,78,0,85
2017-07-18T08:54:00,83,0,72
2017-07-18T09:54:00,86,0,67
2017-07-18T10:54:00,86,0,63
2017-07-18T11:54:00,89,0,55
2017-07-18T12:54:00,88,0,59
2017-07-18T13:54:00,88,0,57
2017-07-18T14:54:00,91,0,52
2017-07-18T15:54:00,91,0,52
2017-07-18T16:54:00,89,0,57
2017-07-18T17:54:00,87,0,59
2017-07-18T18:54:00,83,0,72
2017-07-18T19:54:00,80,0,79
2017-07-18T20:54:00,79,0,82
2017-07-18T21:54:00,76,0,88
2017-07-18T22:54:00,75,0,94
2017-07-18T23:54:00,75,0,90
2017-07-19T00:54:00,73,0,94
2017-07-19T01:54:00,72,0,97
2017-07-19T02:54:00,70,0,100
2017-07-19T03:54:00,69,0,100
2017-07-19T04:54:00,68,0,96
2017-07-19T05:54:00,70,0,90
2017-07-19T06:54:00,75,0,76
2017-07-19T07:54:00,79,0,65
2017-07-19T08:54:00,84,0,55
2017-07-19T09:54:00,87,0,50
2017-07-19T10:54:00,89,0,48
2017-07-19T11:54:00,91,0,44
2017-07-19T12:54:00,91,0,44
2017-07-19T13:54:00,94,0,40
2017-07-19T14:54:00,94,0,38
2017-07-19T15:54:00,93,0,40
2017-07-19T16:54:00,92,0,41
2017-07-19T17:54:00,92,0,41
2017-07-19T18:54:00,89,0,47
2017-07-19T19:54:00,83,0,63
2017-07-19T20:54:00,80,0,71
2017-07-19T21:54:00,80,0,69
2017-07-19T22:54:00,78,0,74
2017-07-19T23:54:00,77,0,77
2017-07-20T00:54:00,76,0,79
2017-07-20T01:54:00,75,0,84
2017-07-20T02:54:00,75,0,84
2017-07-20T03:54:00,74,0,88
2017-07-20T04:54:00,73,0,90
2017-07-20T05:54:00,74,0,91
2017-07-20T06:54:00,77,0,85
2017-07-20T07:54:00,83,0,67
2017-07-20T08:54:00,88,0,57
2017-07-20T09:54:00,91,0,52
2017-07-20T10:54:00,93,0,46
2017-07-20T11:54:00,93,0,44
2017-07-20T12:54:00,96,0,39
2017-07-20T13:54:00,96,0,39
2017-07-20T14:54:00,97,0,40
2017-07-20T15:54:00,97,0,39
2017-07-20T16:54:00,96,0,40
2017-07-20T17:54:00,93,0,46
2017-07-20T18:54:00,90,0,54
2017-07-20T19:54:00,86,0,65
2017-07-20T20:54:00,83,0,72
2017-07-20T21:54:00,81,0,74
2017-07-20T22:54:00,81,0,74
2017-07-20T23:54:00,79,0,79
2017-07-21T00:54:00,79,0,79
2017-07-21T01:54:00,78,0,79
2017-07-21T02:54:00,78,0,79
2017-07-21T03:54:00,77,0,82
2017-07-21T04:54:00,76,0,85
2017-07-21T05:54:00,75,0,90
2017-07-21T06:54:00,79,0,82
2017-07-21T07:54:00,84,0,67
2017-07-21T08:54:00,89,0,57
2017-07-21T09:54:00,92,0,49
2017-07-21T10:54:00,95,0,44
2017-07-21T11:54:00,95,0,44
2017-07-21T12:54:00,93,0,47
2017-07-21T13:54:00,97,0,39
2017-07-21T14:54:00,97,0,39
2017-07-21T15:54:00,96,0,40
2017-07-21T16:54:00,97,0,40
2017-07-21T17:54:00,95,0,41
2017-07-21T18:54:00,91,0,56
2017-07-21T19:54:00,86,0,65
2017-07-21T20:54:00,89,0,53
2017-07-21T21:54:00,86,0,55
2017-07-21T22:54:00,82,0,67
2017-07-21T23:54:00,82,0,69
2017-07-22T00:54:00,79,0,77
2017-07-22T01:54:00,79,0,77
2017-07-22T02:54:00,78,0,79
2017-07-22T03:54:00,75,0,88
2017-07-22T04:54:00,76,0,85
2017-07-22T05:54:00,77,0,82
2017-07-22T06:54:00,81,0,74
2017-07-22T07:54:00,86,0,61
2017-07-22T08:54:00,88,0,57
2017-07-22T09:54:00,92,0,51
2017-07-22T10:54:00,91,0,52
2017-07-22T11:54:00,93,0,47
2017-07-22T12:54:00,96,0,40
2017-07-22T13:54:00,99,0,38
2017-07-22T14:54:00,99,0,39
2017-07-22T15:54:00,100,0,37
2017-07-22T16:54:00,100,0,37
2017-07-22T17:54:00,98,0,38
2017-07-22T18:54:00,95,0,41
2017-07-22T19:54:00,90,0,62
2017-07-22T20:54:00,87,0,70
2017-07-22T21:54:00,84,0,77
2017-07-22T22:54:00,86,0,72
2017-07-22T23:54:00,84,0,72
2017-07-23T00:54:00,78,"0.10
",74
2017-07-23T01:54:00,77,0.03,85
2017-07-23T02:54:00,78,0,87
2017-07-23T03:54:00,77,0,90
2017-07-23T04:54:00,77,0,88
2017-07-23T05:54:00,75,0,94
2017-07-23T06:54:00,79,0,85
2017-07-23T07:54:00,82,0,79
2017-07-23T08:54:00,84,0,74
2017-07-23T09:54:00,89,0,61
2017-07-23T10:54:00,90,0,54
2017-07-23T11:54:00,92,0,49
2017-07-23T12:54:00,94,0,44
2017-07-23T13:54:00,94,0,44
2017-07-23T14:54:00,95,0,41
2017-07-23T15:54:00,96,0,32
2017-07-23T16:54:00,95,0,40
2017-07-23T17:54:00,90,0,52
2017-07-23T18:54:00,87,0,57
2017-07-23T19:54:00,83,0,67
2017-07-23T20:54:00,83,0,70
2017-07-23T21:54:00,82,0,72
2017-07-23T22:54:00,77,0.69,88
2017-07-23T23:54:00,75,0,96
2017-07-24T00:54:00,76,0,97
2017-07-24T01:54:00,75,0.01,94
2017-07-24T02:54:00,73,0,96
2017-07-24T03:54:00,72,0,97
2017-07-24T04:54:00,72,0,97
2017-07-24T05:54:00,73,0,90
2017-07-24T06:54:00,74,0,91
2017-07-24T07:54:00,76,0,85
2017-07-24T08:54:00,79,0,79
2017-07-24T09:54:00,83,0,67
2017-07-24T10:54:00,87,0,59
2017-07-24T11:54:00,88,0,54
2017-07-24T12:54:00,91,0,49
2017-07-24T13:54:00,92,0,47
2017-07-24T14:54:00,93,0,42
2017-07-24T15:54:00,94,0,38
2017-07-24T16:54:00,93,0,41
2017-07-24T17:54:00,92,0,44
2017-07-24T18:54:00,87,0,59
2017-07-24T19:54:00,82,0,69
2017-07-24T20:54:00,80,0,74
2017-07-24T21:54:00,81,0,72
2017-07-24T22:54:00,83,0,67
2017-07-24T23:54:00,82,0,69
2017-07-25T00:54:00,80,0,74
2017-07-25T01:54:00,78,0,74
2017-07-25T02:54:00,77,0,74
2017-07-25T03:54:00,75,0,79
2017-07-25T04:54:00,73,0,81
2017-07-25T05:54:00,73,0,81
2017-07-25T06:54:00,76,0,67
2017-07-25T07:54:00,77,0,60
2017-07-25T08:54:00,78,0,60
2017-07-25T09:54:00,78,0,54
2017-07-25T10:54:00,81,0,51
2017-07-25T11:54:00,84,0,48
2017-07-25T12:54:00,85,0,46
2017-07-25T13:54:00,86,0,46
2017-07-25T14:54:00,86,0,42
2017-07-25T15:54:00,87,0,40
2017-07-25T16:54:00,85,0,42
2017-07-25T17:54:00,82,0,49
2017-07-25T18:54:00,78,0,58
2017-07-25T19:54:00,75,0,64
2017-07-25T20:54:00,73,0,71
2017-07-25T21:54:00,71,0,76
2017-07-25T22:54:00,71,0,76
2017-07-25T23:54:00,70,0,79
2017-07-26T00:54:00,69,0,81
2017-07-26T01:54:00,70,0,79
2017-07-26T02:54:00,68,0,87
2017-07-26T03:54:00,68,0,87
2017-07-26T04:54:00,68,0,87
2017-07-26T05:54:00,69,0,84
2017-07-26T06:54:00,71,0,81
2017-07-26T07:54:00,76,0,72
2017-07-26T08:54:00,77,0,69
2017-07-26T09:54:00,79,0,65
2017-07-26T10:54:00,83,0,55
2017-07-26T11:54:00,81,0,57
2017-07-26T12:54:00,85,0,48
2017-07-26T13:54:00,88,0,43
2017-07-26T14:54:00,85,0,48
2017-07-26T15:54:00,85,0,46
2017-07-26T16:54:00,87,0,45
2017-07-26T17:54:00,84,0,53
2017-07-26T18:54:00,80,0,64
2017-07-26T19:54:00,77,0,66
2017-07-26T20:54:00,74,0,74
2017-07-26T21:54:00,73,0,76
2017-07-26T22:54:00,73,0,79
2017-07-26T23:54:00,72,0,82
2017-07-27T00:54:00,71,0,87
2017-07-27T01:54:00,70,0,90
2017-07-27T02:54:00,69,0,93
2017-07-27T03:54:00,70,0,90
2017-07-27T04:54:00,70,0,90
2017-07-27T05:54:00,71,0,90
2017-07-27T06:54:00,73,0,84
2017-07-27T07:54:00,77,0,74
2017-07-27T08:54:00,79,0,69
2017-07-27T09:54:00,81,0,65
2017-07-27T10:54:00,85,0,59
2017-07-27T11:54:00,87,0,57
2017-07-27T12:54:00,87,0,57
2017-07-27T13:54:00,88,0,57
2017-07-27T14:54:00,88,0,55
2017-07-27T15:54:00,88,0,55
2017-07-27T16:54:00,87,0,59
2017-07-27T17:54:00,85,0,68
2017-07-27T18:54:00,84,0,70
2017-07-27T19:54:00,82,0,74
2017-07-27T20:54:00,80,0,74
2017-07-27T21:54:00,79,0,69
2017-07-27T22:54:00,78,0,71
2017-07-27T23:54:00,76,0,77
2017-07-28T00:54:00,74,0,85
2017-07-28T01:54:00,73,0,90
2017-07-28T02:54:00,75,0,84
2017-07-28T03:54:00,74,0,88
2017-07-28T04:54:00,75,0,84
2017-07-28T05:54:00,75,0,88
2017-07-28T06:54:00,77,0,82
2017-07-28T07:54:00,79,0,79
2017-07-28T08:54:00,79,0,79
2017-07-28T09:54:00,81,0,72
2017-07-28T10:54:00,79,0.01,82
2017-07-28T11:54:00,83,0,77
2017-07-28T12:54:00,86,0,63
2017-07-28T13:54:00,87,0,61
2017-07-28T14:54:00,86,0,65
2017-07-28T15:54:00,86,0,61
2017-07-28T16:54:00,78,0.01,87
2017-07-28T17:54:00,77,0.16,94
2017-07-28T18:54:00,76,0.01,94
2017-07-28T19:54:00,75,0.01,90
2017-07-28T20:54:00,74,0,97
2017-07-28T21:54:00,73,0.01,96
2017-07-28T22:54:00,73,0.01,96
2017-07-28T23:54:00,73,0,94
2017-07-29T00:54:00,72,0.05,97
2017-07-29T01:54:00,72,0.08,97
2017-07-29T02:54:00,72,0.04,97
2017-07-29T03:54:00,72,0.14,100
2017-07-29T04:54:00,72,0.05,97
2017-07-29T05:54:00,70,0,97
2017-07-29T06:54:00,70,0,97
2017-07-29T07:54:00,70,0.01,97
2017-07-29T08:54:00,70,0,97
2017-07-29T09:54:00,70,0.01,97
2017-07-29T10:54:00,70,0.06,97
2017-07-29T11:54:00,69,0,93
2017-07-29T12:54:00,69,0,96
2017-07-29T13:54:00,70,0.07,93
2017-07-29T14:54:00,72,0,87
2017-07-29T15:54:00,68,0.01,93
2017-07-29T16:54:00,68,0,90
2017-07-29T17:54:00,68,0,87
2017-07-29T18:54:00,70,0,82
2017-07-29T19:54:00,70,0,76
2017-07-29T20:54:00,70,0,71
2017-07-29T21:54:00,70,0,68
2017-07-29T22:54:00,68,0,76
2017-07-29T23:54:00,66,0,78
2017-07-30T00:54:00,65,0,78
2017-07-30T01:54:00,63,0,78
2017-07-30T02:54:00,62,0,78
2017-07-30T03:54:00,61,0,81
2017-07-30T04:54:00,60,0,84
2017-07-30T05:54:00,61,0,84
2017-07-30T06:54:00,65,0,73
2017-07-30T07:54:00,70,0,66
2017-07-30T08:54:00,73,0,57
2017-07-30T09:54:00,76,0,48
2017-07-30T10:54:00,78,0,43
2017-07-30T11:54:00,80,0,42
2017-07-30T12:54:00,80,0,41
2017-07-30T13:54:00,82,0,40
2017-07-30T14:54:00,82,0,38
2017-07-30T15:54:00,81,0,42
2017-07-30T16:54:00,81,0,42
2017-07-30T17:54:00,80,0,44
2017-07-30T18:54:00,76,0,52
2017-07-30T19:54:00,74,0,60
2017-07-30T20:54:00,68,0,76
2017-07-30T21:54:00,69,0,70
2017-07-30T22:54:00,67,0,79
2017-07-30T23:54:00,64,0,84
2017-07-31T00:54:00,62,0,93
2017-07-31T01:54:00,62,0,90
2017-07-31T02:54:00,60,0,96
2017-07-31T03:54:00,60,0,93
2017-07-31T04:54:00,60,0,93
2017-07-31T05:54:00,61,0,93
2017-07-31T06:54:00,66,0,81
2017-07-31T07:54:00,72,0,64
2017-07-31T08:54:00,77,0,54
2017-07-31T09:54:00,80,0,49
2017-07-31T10:54:00,82,0,46
